VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P	FULL_NAME	GENE_NAMES
REACTOME_NCAM_SIGNALING_FOR_...	SET	6	-0.3185	-0.023187	0.42101	0.77525	REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	SPTB,NCAM1,GFRA1,COL4A3,CACNB4,COL5A2
REACTOME_REGULATION_OF_TP53_...1	SET	8	-0.27941	-0.023468	0.36497	0.77795	REACTOME_REGULATION_OF_TP53_ACTIVITY	MRE11A,TAF11,SGK1,MAPKAP1,TAF4B,CHEK1,ZNF385A,HDAC2
REACTOME_LAMININ_INTERACTIONS	SET	4	-0.39489	-0.023495	0.5152	0.77822	REACTOME_LAMININ_INTERACTIONS	LAMA1,COL4A3,LAMA2,ITGA1
REACTOME_DNA_REPAIR	SET	17	-0.19878	-0.024239	0.25702	0.78027	REACTOME_DNA_REPAIR	REV3L,MNAT1,MRE11A,UFD1L,ABL1,RBX1,EYA1,ASCC3,REV1,CHEK1,C1orf86,SPIDR,APBB1,MGMT,APITD1,RAD51B,HIST1H2BO
REACTOME_OVARIAN_TUMOR_DOMAI...	SET	4	-0.40568	-0.024136	0.51519	0.7844	REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	NOD1,RNF128,RIPK1,TNIP1,OTUD7A
REACTOME_HCMV_INFECTION	SET	4	-0.42106	-0.025051	0.51518	0.79303	REACTOME_HCMV_INFECTION	NFKB1,DYNC1I1,TUBA1C,HIST1H2BO
REACTOME_HCMV_EARLY_EVENTS	SET	4	-0.42106	-0.025051	0.51518	0.79303	REACTOME_HCMV_EARLY_EVENTS	NFKB1,DYNC1I1,TUBA1C,HIST1H2BO
REACTOME_ROLE_OF_ABL_IN_ROBO...	SET	2	-0.59528	-0.025066	0.72809	0.79312	REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	ABL1,ROBO1
REACTOME_GLYCOGEN_BREAKDOWN_...	SET	2	-0.59723	-0.025148	0.72794	0.79392	REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	AGL,PGM2L1
REACTOME_RESPONSE_TO_ELEVATE...	SET	7	-0.32134	-0.025258	0.38981	0.79504	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	IGF1,RAB27B,FN1,HABP4,OLA1,PCDH7,ITGB3
REACTOME_ORGANELLE_BIOGENESI...	SET	26	-0.16984	-0.025509	0.20415	0.79719	REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	CC2D2A,IFT80,NDE1,KIFAP3,CEP192,CEP152,GABPB1,PPARGC1A,EXOC2,BBS9,TTC21B,EXOC4,HAUS2,ARL3,HAUS6,TCTEX1D1,PPARGC1B,IFT122,TMEM67,TUBA1C,C2CD3,CHD9,EXOC7,GLUD2,DYNC2H1,SFI1,NCOA6
REACTOME_AMYLOID_FIBER_FORMA...	SET	4	-0.43805	-0.026062	0.51511	0.80235	REACTOME_AMYLOID_FIBER_FORMATION	TSPAN15,PARK2,BACE1,HIST1H2BO
REACTOME_BIOLOGICAL_OXIDATIO...	SET	13	-0.35823	-0.038269	0.42098	0.80251	REACTOME_BIOLOGICAL_OXIDATIONS	MAT2B,GSTO2,GGT1,FDX1,UGT3A1,UGT1A6,UGT1A5,UGT1A9,UGT1A8,UGT1A10,UGT1A3,UGT1A7,UGT1A4
REACTOME_IRE1ALPHA_ACTIVATES...	SET	3	-0.50662	-0.026115	0.59468	0.80278	REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	DNAJC3,EDEM1,PDIA6
REACTOME_UNFOLDED_PROTEIN_RE...	SET	3	-0.50662	-0.026115	0.59468	0.80278	REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	DNAJC3,EDEM1,PDIA6
REACTOME_PROTEIN_FOLDING	SET	5	-0.3926	-0.026104	0.46081	0.80279	REACTOME_PROTEIN_FOLDING	GNAI3,FBXW7,DCAF7,VBP1,TUBA1C,GNG7
REACTOME_PHASE_0_RAPID_DEPOL...	SET	4	-0.4443	-0.026434	0.51522	0.80566	REACTOME_PHASE_0_RAPID_DEPOLARISATION	FGF12,FGF13,CAMK2D,CACNA2D3,CACNB4
REACTOME_PHASE_2_PLATEAU_PHA...	SET	3	-0.51328	-0.026459	0.59466	0.80588	REACTOME_PHASE_2_PLATEAU_PHASE	KCNQ1,CACNA2D3,CACNB4
REACTOME_ACTIVATION_OF_AMPK_...	SET	2	-0.64964	-0.027355	0.72765	0.81392	REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	TUBA1C,MAPT
REACTOME_SYNTHESIS_SECRETION...	SET	3	-0.53094	-0.027369	0.59433	0.81407	REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	IGF1,BCHE,KLF4
REACTOME_DISEASES_ASSOCIATED...2	SET	12	-0.26788	-0.027506	0.29836	0.81526	REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	THSD7A,ADAMTS6,SEMA5A,LARGE,ADAMTS18,THSD7B,ADAMTS12,ADAMTS3,ADAMTSL3,ADAMTS9,ADAMTSL1,B3GALTL
REACTOME_CALNEXIN_CALRETICUL...	SET	5	-0.41818	-0.027804	0.461	0.81772	REACTOME_CALNEXIN_CALRETICULIN_CYCLE	UGGT2,EDEM1,AMFR,RNF5,TRIM13
REACTOME_ER_QUALITY_CONTROL_...	SET	5	-0.41818	-0.027804	0.461	0.81772	REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	UGGT2,EDEM1,AMFR,RNF5,TRIM13
REACTOME_KINESINS	SET	4	-0.47119	-0.028034	0.51489	0.81984	REACTOME_KINESINS	KIFAP3,KIF16B,KIF6,TUBA1C
REACTOME_COPI_DEPENDENT_GOLG...	SET	4	-0.47119	-0.028034	0.51489	0.81984	REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	KIFAP3,KIF16B,KIF6,TUBA1C
REACTOME_NERVOUS_SYSTEM_DEVE...	SET	55	-0.13085	-0.028205	0.14225	0.82108	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	AP2B1,CNTN1,NTN1,PRKCQ,TRPC7,SPTB,RPS6KA2,NTN4,SEMA6A,ABL1,RBX1,PSMC1,DOK5,LAMA1,PSMD11,ADGRG6,SEMA5A,PLXNA1,TRPC4,CNTN6,CHL1,VAV3,EPHA7,PLXNC1,SCD5,ANK2,PAK1,NCAM1,DOCK1,GFRA1,EPHB1,KALRN,PSMD6,ADGRV1,TUBA1C,COL4A3,SDC2,ROBO1,DSCAM,GAP43,DAB1,UNC5C,CACNB4,KCNQ3,SLIT3,ROBO2,SRGAP3,LAMA2,HDAC2,DNM3,COL5A2,ITGA1,PLXNA4,ITGB3,GRIN2B
REACTOME_PEPTIDE_HORMONE_MET...	SET	12	-0.27531	-0.028269	0.29843	0.82177	REACTOME_PEPTIDE_HORMONE_METABOLISM	IGF1,RAB27A,EXOC2,BCHE,EXOC4,AGT,GATA4,KLF4,TCF7L2,SLC30A7,MYRIP,EXOC7
REACTOME_REGULATION_OF_TP53_...3	SET	2	-0.67443	-0.028398	0.72788	0.82282	REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	SGK1,MAPKAP1
REACTOME_DEATH_RECEPTOR_SIGN...	SET	12	-0.27677	-0.02842	0.29846	0.82302	REACTOME_DEATH_RECEPTOR_SIGNALLING	TAB1,NFKB1,MCF2L,VAV3,RIPK1,VAV1,TIAM2,ABR,KALRN,NET1,HDAC2,AATF
REACTOME_MITOTIC_PROMETAPHASE	SET	11	-0.30395	-0.029895	0.3227	0.82678	REACTOME_MITOTIC_PROMETAPHASE	NDE1,CEP192,CEP152,SMC4,HAUS2,HAUS6,NEK7,DYNC1I1,TUBA1C,APITD1,SFI1
REACTOME_G_ALPHA_12_13_SIGNA...	SET	8	-0.35458	-0.029781	0.36488	0.83431	REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	MCF2L,VAV3,VAV1,TIAM2,ABR,KALRN,NET1,GNG7
REACTOME_PROTEIN_UBIQUITINAT...	SET	3	-0.58194	-0.029998	0.59404	0.83626	REACTOME_PROTEIN_UBIQUITINATION	UBE2J2,UBE2L3,HIST1H2BO
REACTOME_E3_UBIQUITIN_LIGASE...	SET	3	-0.58194	-0.029998	0.59404	0.83626	REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	UBE2J2,UBE2L3,HIST1H2BO
REACTOME_INSULIN_PROCESSING	SET	6	-0.41352	-0.030106	0.42089	0.83696	REACTOME_INSULIN_PROCESSING	RAB27A,EXOC2,EXOC4,SLC30A7,MYRIP,EXOC7
REACTOME_TRANSPORT_OF_ORGANI...	SET	4	-0.5073	-0.030183	0.51485	0.83766	REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	SLCO4A1,SLCO1B3,SLCO1B1,SLCO3A1
REACTOME_TRANSPORT_OF_BILE_S...	SET	7	-0.38902	-0.030577	0.38962	0.84086	REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	SLC44A1,SLC13A1,SLC6A11,SLC44A5,SLC44A3,RUNX1,SLC30A7
REACTOME_INTERFERON_GAMMA_SI...	SET	6	-0.42563	-0.030987	0.42091	0.84393	REACTOME_INTERFERON_GAMMA_SIGNALING	JAK2,TRIM35,TRIM5,CAMK2D,NCAM1,PTPN1
REACTOME_TRANSLATION	SET	7	-0.39462	-0.031017	0.38989	0.84415	REACTOME_TRANSLATION	LARS2,MTIF2,AIMP2,DARS,EIF2B2,EIF3H,MRPS22
REACTOME_RECRUITMENT_OF_NUMA...	SET	7	-0.39678	-0.031188	0.38975	0.84556	REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	NDE1,CEP192,CEP152,HAUS2,HAUS6,TUBA1C,SFI1
REACTOME_SIGNAL_TRANSDUCTION...	SET	3	-0.61895	-0.031906	0.59431	0.85105	REACTOME_SIGNAL_TRANSDUCTION_BY_L1	PAK1,NCAM1,ITGB3
REACTOME_FORMATION_OF_SENESC...	SET	2	-0.76166	-0.032072	0.7275	0.85232	REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF	CABIN1,RB1
REACTOME_FCERI_MEDIATED_CA_2...	SET	6	-0.44224	-0.032196	0.42075	0.85327	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	NFATC2,ITPR2,VAV3,VAV1,ITPR1,PLCG2
REACTOME_SUMOYLATION_OF_CHRO...	SET	3	-0.62745	-0.032344	0.5945	0.85427	REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	SCMH1,SATB1,HDAC2
REACTOME_CILIUM_ASSEMBLY	SET	21	-0.24046	-0.032531	0.22642	0.85576	REACTOME_CILIUM_ASSEMBLY	CC2D2A,IFT80,NDE1,KIFAP3,CEP192,CEP152,EXOC2,BBS9,TTC21B,EXOC4,HAUS2,ARL3,HAUS6,TCTEX1D1,IFT122,TMEM67,TUBA1C,C2CD3,EXOC7,DYNC2H1,SFI1
REACTOME_INTERFERON_ALPHA_BE...	SET	2	-0.77915	-0.032808	0.72764	0.85775	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	ABCE1,PTPN1
REACTOME_O_GLYCOSYLATION_OF_...	SET	11	-0.34041	-0.033481	0.31147	0.86266	REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	THSD7A,ADAMTS6,SEMA5A,ADAMTS18,THSD7B,ADAMTS12,ADAMTS3,ADAMTSL3,ADAMTS9,ADAMTSL1,B3GALTL
REACTOME_SUMOYLATION	SET	11	-0.34056	-0.033496	0.31158	0.86268	REACTOME_SUMOYLATION	SCMH1,RORA,HNRNPC,PPARGC1A,DNMT1,THRB,NR3C2,SATB1,MITF,MKL1,HDAC2
REACTOME_SUMOYLATION_OF_RNA_...	SET	2	-0.80936	-0.03408	0.72771	0.86685	REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	SCMH1,HNRNPC
REACTOME_EPH_EPHRIN_SIGNALING	SET	8	-0.41223	-0.034623	0.36471	0.8707	REACTOME_EPH_EPHRIN_SIGNALING	AP2B1,VAV3,EPHA7,PAK1,EPHB1,KALRN,SDC2,GRIN2B
REACTOME_SIGNALING_BY_VEGF	SET	14	-0.314	-0.034794	0.27651	0.87181	REACTOME_SIGNALING_BY_VEGF	FLT1,NCF2,MAPKAP1,PTK2B,ITPR2,VAV3,VAV1,PAK1,DOCK1,ITPR1,JUP,CTNND1,ITGB3,CYFIP1
REACTOME_RNA_POLYMERASE_III_...	SET	2	-0.82997	-0.034948	0.72744	0.87293	REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	POU2F1,NFIB
REACTOME_FATTY_ACYL_COA_BIOS...	SET	5	-0.52856	-0.035143	0.46052	0.87433	REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	TECR,PPT1,SCD5,CBR4,ELOVL2
REACTOME_NEPHRIN_FAMILY_INTE...	SET	2	-0.83593	-0.035199	0.7277	0.87454	REACTOME_NEPHRIN_FAMILY_INTERACTIONS	KIRREL3,MAGI2
REACTOME_VEGFR2_MEDIATED_VAS...	SET	6	-0.48775	-0.035509	0.42077	0.87668	REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	MAPKAP1,VAV3,VAV1,PAK1,JUP,CTNND1
REACTOME_METABOLISM_OF_WATER...	SET	8	-0.4265	-0.035822	0.36448	0.8789	REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	GSTO2,NMRK2,NUDT12,NT5E,ALDH1L1,ENPP3,HLCS,GPHN
REACTOME_NON_INTEGRIN_MEMBRA...	SET	9	-0.41113	-0.03661	0.34404	0.88383	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	NTN4,LAMA1,FN1,COL4A3,SDC2,NRXN1,LAMA2,DMD,COL5A2,ITGB3
REACTOME_INTERLEUKIN_4_AND_I...	SET	7	-0.47654	-0.037456	0.38974	0.88915	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	RORA,JAK2,FN1,POU2F1,FOXO1,IL6R,BCL2
REACTOME_IRON_UPTAKE_AND_TRA...	SET	3	-0.73231	-0.037749	0.59436	0.89091	REACTOME_IRON_UPTAKE_AND_TRANSPORT	TFRC,CAND1,ACO1
REACTOME_SYNTHESIS_OF_VERY_L...	SET	2	-0.89777	-0.037803	0.72768	0.89122	REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	TECR,ELOVL2
REACTOME_SYNTHESIS_OF_PC	SET	4	-0.638	-0.037959	0.51446	0.8924	REACTOME_SYNTHESIS_OF_PC	SLC44A1,BCHE,SLC44A5,SLC44A3
REACTOME_PHASE_II_CONJUGATIO...	SET	12	-0.59949	-0.061557	0.46071	0.90328	REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	MAT2B,GSTO2,GGT1,UGT3A1,UGT1A6,UGT1A5,UGT1A9,UGT1A8,UGT1A10,UGT1A3,UGT1A7,UGT1A4
REACTOME_DEVELOPMENTAL_BIOLO...	SET	74	-0.16256	-0.040282	0.1237	0.90547	REACTOME_DEVELOPMENTAL_BIOLOGY	AP2B1,CNTN1,NTN1,PRKCQ,CTNNA2,TRPC7,SPTB,RPS6KA2,NTN4,SEMA6A,ABL1,RBX1,PSMC1,DOK5,LAMA1,TSC22D1,MED26,DKK1,PSMD11,NFKB1,PPARGC1A,ADGRG6,SEMA5A,PLXNA1,FOXP1,TRPC4,CNTN6,CHL1,VAV3,EPHA7,PLXNC1,KLF4,TCF12,MEIS1,SCD5,ANK2,PAK1,NCAM1,DOCK1,FOXO1,GFRA1,EPHB1,RUNX1,KALRN,IL6R,PSMD6,ADGRV1,TUBA1C,COL4A3,SDC2,ROBO1,DSCAM,GAP43,RARG,DAB1,JUP,CHD9,UNC5C,CACNB4,KCNQ3,SLIT3,ROBO2,KAZN,SRGAP3,LAMA2,HDAC2,DNM3,NCOA6,COL5A2,ITGA1,PLXNA4,ITGB3,GRIN2B,HIST1H2BO
REACTOME_TRNA_AMINOACYLATION	SET	3	-0.79036	-0.040742	0.59431	0.90808	REACTOME_TRNA_AMINOACYLATION	LARS2,AIMP2,DARS
REACTOME_FCERI_MEDIATED_MAPK...	SET	4	-0.6934	-0.041255	0.51454	0.91097	REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	VAV3,VAV1,PAK1,PLCG2
REACTOME_CARBOXYTERMINAL_POS...	SET	2	-1.0025	-0.042215	0.72731	0.91582	REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	TUBA1C,AGBL1
REACTOME_PLASMA_LIPOPROTEIN_...	SET	2	-1.0115	-0.04259	0.72754	0.91763	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	AP2B1,PCSK5
REACTOME_DCC_MEDIATED_ATTRAC...	SET	2	-1.0281	-0.043292	0.72728	0.92113	REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	NTN1,DOCK1
REACTOME_ECM_PROTEOGLYCANS	SET	10	-0.46747	-0.043858	0.32653	0.92373	REACTOME_ECM_PROTEOGLYCANS	MUSK,LAMA1,FN1,TNR,HAPLN1,NCAM1,COL4A3,LAMA2,COL5A2,ITGB3
REACTOME_EGR2_AND_SOX10_MEDI...	SET	5	-0.65983	-0.043872	0.46073	0.92381	REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	ADGRG6,SCD5,ADGRV1,LAMA2,HDAC2
REACTOME_MYOGENESIS	SET	3	-0.86249	-0.04446	0.59428	0.92651	REACTOME_MYOGENESIS	CTNNA2,ABL1,TCF12
REACTOME_SPRY_REGULATION_OF_...	SET	2	-1.0575	-0.04453	0.72739	0.92686	REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	MKNK1,BRAF
REACTOME_NEGATIVE_REGULATION...2	SET	2	-1.0575	-0.04453	0.72739	0.92686	REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	MKNK1,BRAF
REACTOME_NEGATIVE_REGULATION...3	SET	2	-1.0575	-0.04453	0.72739	0.92686	REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	MKNK1,BRAF
REACTOME_NEGATIVE_REGULATION...4	SET	2	-1.0575	-0.04453	0.72739	0.92686	REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	MKNK1,BRAF
REACTOME_NEGATIVE_REGULATION...5	SET	2	-1.0575	-0.04453	0.72739	0.92686	REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	MKNK1,BRAF
REACTOME_SIGNALING_BY_FGFR1	SET	2	-1.0575	-0.04453	0.72739	0.92686	REACTOME_SIGNALING_BY_FGFR1	MKNK1,BRAF
REACTOME_SIGNALING_BY_FGFR3	SET	2	-1.0575	-0.04453	0.72739	0.92686	REACTOME_SIGNALING_BY_FGFR3	MKNK1,BRAF
REACTOME_SIGNALING_BY_FGFR4	SET	2	-1.0575	-0.04453	0.72739	0.92686	REACTOME_SIGNALING_BY_FGFR4	MKNK1,BRAF
REACTOME_HIV_TRANSCRIPTION_I...	SET	4	-0.75163	-0.044719	0.51493	0.92767	REACTOME_HIV_TRANSCRIPTION_INITIATION	MNAT1,TAF11,GTF2B,TAF4B
REACTOME_P75_NTR_RECEPTOR_ME...	SET	10	-0.47758	-0.044807	0.32646	0.92811	REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	NFKB1,MCF2L,VAV3,VAV1,TIAM2,ABR,KALRN,NET1,HDAC2,AATF
REACTOME_COPII_MEDIATED_VESI...	SET	2	-1.0841	-0.04565	0.72703	0.9319	REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	CD59,TRAPPC9
REACTOME_SIGNALING_BY_FGFR	SET	3	-0.89601	-0.046187	0.59415	0.93408	REACTOME_SIGNALING_BY_FGFR	MKNK1,BRAF,HNRNPF
REACTOME_SIGNALING_BY_FGFR2	SET	3	-0.89601	-0.046187	0.59415	0.93408	REACTOME_SIGNALING_BY_FGFR2	MKNK1,BRAF,HNRNPF
REACTOME_SUMOYLATION_OF_TRAN...	SET	3	-0.89917	-0.04635	0.59416	0.93476	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	SCMH1,PPARGC1A,MKL1
REACTOME_TRANSPORT_OF_VITAMI...	SET	5	-0.72395	-0.048135	0.46039	0.94194	REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	SLCO4A1,SLCO1B3,SLCO1B1,SLCO3A1,SLC35B4
REACTOME_MET_ACTIVATES_PTK2_...	SET	4	-0.80967	-0.048172	0.51476	0.94199	REACTOME_MET_ACTIVATES_PTK2_SIGNALING	LAMA1,FN1,LAMA2,COL5A2
REACTOME_SLC_MEDIATED_TRANSM...	SET	20	-0.36633	-0.048388	0.23172	0.94291	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	SLC7A2,SLC44A1,SLC1A3,SLC13A1,SLCO4A1,SLC1A1,SLC1A2,SLCO1B3,SLC6A11,SLCO1B1,SLC44A5,SLC44A3,SLC5A12,SLC24A2,RUNX1,SLC30A7,SLCO3A1,SLC8A1,SLC24A3,SLC35B4
REACTOME_PRESYNAPTIC_DEPOLAR...	SET	2	-1.1586	-0.048787	0.72732	0.94428	REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	CACNA2D3,CACNB4
REACTOME_REGULATION_OF_INSUL...1	SET	9	-0.54946	-0.048927	0.34393	0.94479	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	IGF1,LTBP1,DNAJC3,FN1,PAPPA2,C3,PDIA6,FSTL1,IGFBP7,SDC2
REACTOME_TRANSCRIPTION_OF_TH...	SET	5	-0.74734	-0.04969	0.46066	0.94749	REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	MNAT1,TAF11,RNGTT,GTF2B,TAF4B
REACTOME_CYTOSOLIC_TRNA_AMIN...	SET	2	-1.1997	-0.050518	0.72715	0.95038	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	AIMP2,DARS
REACTOME_SELENOAMINO_ACID_ME...	SET	2	-1.1997	-0.050518	0.72715	0.95038	REACTOME_SELENOAMINO_ACID_METABOLISM	AIMP2,DARS
REACTOME_METABOLISM_OF_PORPH...	SET	4	-1.1594	-0.068977	0.68372	0.95488	REACTOME_METABOLISM_OF_PORPHYRINS	COX15,SLCO1B3,SLCO1B1,UGT1A4
REACTOME_GAP_JUNCTION_TRAFFI...	SET	2	-1.2489	-0.052589	0.72691	0.95697	REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	TJP1,TUBA1C
REACTOME_RHO_GTPASES_ACTIVAT...2	SET	2	-1.2507	-0.052664	0.72684	0.95721	REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	IQGAP2,TUBA1C
REACTOME_POST_TRANSLATIONAL_...2	SET	93	-0.19283	-0.053082	0.11139	0.95815	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	KLHL13,THSD7A,SCMH1,MAT2B,RAB27B,ADAMTS6,LTBP1,RORA,RAB27A,UFD1L,SPTB,CAPZB,CD59,ALG6,HNRNPC,TAB1,RBX1,PSMC1,DNAJC3,UGGT2,AXIN1,NOD1,PSMD11,KLHL2,GALNT7,FBXW7,PPARGC1A,CAND1,SEMA5A,ARSB,FN1,C3,DNMT1,DCAF8,RNF128,LARGE,EDEM1,COG2,DCAF7,RIPK1,FBXO11,MDGA2,ADAMTS18,PDIA6,CAMKMT,THSD7B,CNTN4,ANK2,TNIP1,KLHL3,CNTN5,LYPD6B,THRB,ADAMTS12,NR3C2,PIGF,MGAT5,USP25,ADAMTS3,ADAMTSL3,GALNT14,DYNC1I1,AMFR,UBE2J2,USP24,FSTL1,IGFBP7,TGFBR2,PSMD6,ADAMTS9,COG5,SENP8,TUBA1C,TRAPPC9,SDC2,OTUD7A,GLB1,SMAD1,PRND,ADAMTSL1,MGAT4C,SATB1,NTM,RNF5,OPCML,ST6GALNAC3,WBSCR17,PARK2,UBE2L3,MITF,B3GALTL,CHM,MKL1,HDAC2,PIGN,TRIM13,AGBL1,HIST1H2BO
REACTOME_NRAGE_SIGNALS_DEATH...	SET	8	-0.6345	-0.053292	0.36448	0.959	REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	MCF2L,VAV3,VAV1,TIAM2,ABR,KALRN,NET1,AATF
REACTOME_CELL_DEATH_SIGNALLI...	SET	8	-0.6345	-0.053292	0.36448	0.959	REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	MCF2L,VAV3,VAV1,TIAM2,ABR,KALRN,NET1,AATF
REACTOME_GLYCOGEN_SYNTHESIS	SET	2	-1.2959	-0.054566	0.72675	0.96258	REACTOME_GLYCOGEN_SYNTHESIS	PGM1,PGM2L1
REACTOME_RNA_POLYMERASE_II_T...1	SET	5	-0.82354	-0.054757	0.46042	0.96303	REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	TAF11,TAF8,GTF2B,RPRD1A,POU2F1
REACTOME_SODIUM_CALCIUM_EXCH...	SET	3	-1.0664	-0.054973	0.59386	0.9636	REACTOME_SODIUM_CALCIUM_EXCHANGERS	SLC24A2,SLC8A1,SLC24A3
REACTOME_TRANSLOCATION_OF_SL...	SET	5	-0.82726	-0.055004	0.46039	0.96368	REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	KIFAP3,EXOC2,EXOC4,TUBA1C,EXOC7
REACTOME_HEME_DEGRADATION	SET	3	-1.3483	-0.069502	0.72442	0.96851	REACTOME_HEME_DEGRADATION	SLCO1B3,SLCO1B1,UGT1A4
REACTOME_EPH_EPHRIN_MEDIATED...	SET	4	-0.96545	-0.057441	0.51452	0.96957	REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	AP2B1,VAV3,EPHA7,EPHB1
REACTOME_IMMUNOREGULATORY_IN...	SET	5	-0.93836	-0.062391	0.4991	0.96982	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	KLRB1,C3,CD226,NCR3LG1,CD300LD
REACTOME_BILE_ACID_AND_BILE_...	SET	2	-1.3712	-0.057737	0.72714	0.9702	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	SLCO1B3,SLCO1B1
REACTOME_RECYCLING_OF_BILE_A...	SET	2	-1.3712	-0.057737	0.72714	0.9702	REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	SLCO1B3,SLCO1B1
REACTOME_GLYCOGEN_METABOLISM	SET	3	-1.1568	-0.059629	0.59357	0.97421	REACTOME_GLYCOGEN_METABOLISM	PGM1,AGL,PGM2L1
REACTOME_GPVI_MEDIATED_ACTIV...	SET	3	-1.1599	-0.059792	0.59339	0.97457	REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	VAV3,VAV1,PLCG2
REACTOME_VXPX_CARGO_TARGETIN...	SET	3	-1.1686	-0.060237	0.59372	0.97535	REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM	EXOC2,EXOC4,EXOC7
